cust_num,savg_acc,curr_acc,invt_acc,trans_dy,card_pay,mortg_ln,cdt_line,cust_age,cust_sex,cust_mar,cust_chd,cust_inc,cust_car,cust_chn
2812,27.704100,6.117030,124.146000,2,"cheq","yes","yes",95,"male","married",0,60101.100000,"yes","customer"
2813,6.333870,0.000000,62.253600,0,"giro","no","no",89,"female","married",2,74628.100000,"no","vol_churn"
2817,16.193200,0.000000,160.422000,0,"acct","yes","yes",39,"female","married",1,13829.400000,"no","customer"
2820,28.020800,2.614890,73.404100,0,"acct","no","no",75,"female","single",0,48755.100000,"no","vol_churn"
2824,8.187280,0.000000,190.782000,0,"acct","yes","no",33,"female","single",1,68339.300000,"no","customer"
2825,26.459000,9.242350,53.784800,0,"acct","yes","yes",25,"female","married",0,98433.800000,"no","vol_churn"
2826,14.685900,0.000000,172.533000,0,"acct","no","no",64,"male","single",0,79937.200000,"yes","customer"
2833,0.000000,0.000000,1.375430,0,"acct","yes","yes",64,"male","married",1,56360.500000,"no","invol_chn"
2836,2.017250,0.000000,189.518000,0,"giro","yes","yes",87,"male","single",0,32683.900000,"yes","customer"
2844,22.513900,0.000000,5.375670,0,"acct","yes","yes",61,"male","single",2,88408.200000,"no","customer"
2849,26.730200,0.000000,20.460300,2,"cheq","no","yes",32,"male","married",2,70722.300000,"no","customer"
2859,1.804860,0.000000,12.756100,0,"acct","no","no",48,"male","single",0,88044.400000,"no","customer"
2862,23.441900,0.000000,22.175300,0,"acct","no","no",97,"female","married",1,95971.900000,"yes","vol_churn"
2864,5.666380,0.000000,103.797000,0,"acct","yes","yes",87,"female","married",1,50290.700000,"yes","vol_churn"
2869,22.078400,0.000000,13.816700,0,"acct","yes","yes",57,"male","single",1,41153.900000,"no","customer"
2870,24.299800,0.000000,64.836300,0,"cheq","yes","yes",60,"male","single",0,3184.420000,"no","customer"
2875,0.000000,0.000000,4.831580,0,"acct","yes","yes",66,"female","married",2,91649.100000,"no","invol_chn"
2883,28.579500,0.000000,160.272000,0,"cheq","no","no",63,"male","married",0,97603.600000,"yes","customer"
2890,6.050360,0.000000,35.731900,0,"giro","no","yes",74,"female","single",2,60744.400000,"no","customer"
2894,17.420300,0.000000,31.483300,0,"cheq","no","yes",41,"male","married",0,63985.000000,"yes","customer"
2899,10.456200,0.000000,17.077900,3,"giro","no","yes",63,"female","single",0,19854.200000,"yes","vol_churn"
2901,4.680130,0.000000,5.717640,0,"giro","no","yes",34,"female","married",0,17703.500000,"no","customer"
2907,29.892700,0.846595,38.426400,0,"acct","no","no",85,"male","single",1,91100.600000,"no","customer"
2909,19.405000,0.552016,8.693360,0,"acct","yes","yes",35,"male","single",0,25938.500000,"yes","customer"
2910,25.391700,0.000000,7.497270,0,"acct","yes","yes",79,"female","single",0,7379.600000,"yes","vol_churn"
2915,24.763000,0.000000,54.144200,1,"cheq","yes","yes",53,"female","married",2,19778.900000,"yes","vol_churn"
2916,12.933000,0.000000,207.598000,0,"acct","yes","yes",46,"male","married",2,60459.600000,"no","customer"
2922,19.956300,9.898230,101.088000,0,"acct","no","no",66,"male","single",0,57122.200000,"yes","vol_churn"
2925,13.196500,0.000000,14.727900,0,"acct","no","no",29,"female","married",0,58267.300000,"no","customer"
2926,22.691800,0.000000,74.898600,0,"acct","no","yes",77,"female","single",0,70460.300000,"yes","vol_churn"
2931,29.499500,0.000000,13.243900,0,"acct","yes","yes",67,"female","married",2,98217.100000,"no","customer"
2934,3.693890,0.000000,22.923700,0,"cheq","no","yes",96,"female","single",1,32005.600000,"yes","vol_churn"
2935,25.009300,0.000000,68.517700,0,"acct","no","yes",97,"male","married",1,5723.090000,"no","customer"
2936,19.850800,0.000000,12.582400,0,"giro","no","no",48,"female","single",1,55035.500000,"no","vol_churn"
2938,6.950910,0.000000,43.758600,0,"cheq","no","no",94,"male","single",2,14309.100000,"no","customer"
2947,24.685100,8.589610,31.787800,1,"cheq","yes","yes",85,"female","single",0,66502.300000,"no","vol_churn"
2951,0.000000,0.000000,3.887110,2,"acct","yes","yes",45,"female","single",1,85627.900000,"yes","invol_chn"
2959,8.667990,0.000000,10.295000,0,"giro","yes","yes",55,"male","single",0,30751.800000,"no","customer"
2960,0.000000,0.000000,1.386710,0,"acct","no","yes",28,"female","married",1,7543.290000,"yes","invol_chn"
2963,0.000000,0.000000,1.175370,0,"acct","no","no",79,"male","single",2,89566.200000,"no","invol_chn"
2964,8.722160,0.000000,8.473550,0,"acct","yes","no",27,"male","single",0,86631.900000,"no","customer"
2965,7.605650,0.000000,7.261220,0,"acct","yes","yes",71,"female","single",0,40519.300000,"no","vol_churn"
2968,18.532300,0.000000,68.476500,0,"acct","no","yes",75,"female","single",1,36939.700000,"yes","vol_churn"
2969,17.988500,0.247520,11.218800,0,"cheq","yes","yes",41,"male","married",1,40081.200000,"yes","customer"
2973,23.650800,0.000000,21.885700,0,"acct","no","yes",84,"male","married",1,68273.300000,"no","customer"
2974,27.292700,0.000000,115.790000,0,"acct","no","no",56,"female","single",0,42795.900000,"yes","vol_churn"
2984,0.927649,0.000000,8.076340,0,"acct","no","yes",94,"male","married",2,1140.260000,"no","customer"
2985,6.782460,0.000000,132.658000,0,"acct","yes","yes",66,"female","married",2,41876.600000,"yes","customer"
2986,0.000000,0.000000,1.311950,0,"giro","yes","yes",87,"female","married",0,7657.960000,"no","invol_chn"
2994,17.999700,0.000000,133.759000,0,"acct","yes","yes",20,"female","married",2,59758.400000,"no","customer"
2997,29.441100,0.000000,12.943800,0,"acct","yes","no",52,"female","married",0,8370.360000,"no","customer"
2999,0.349276,0.000000,46.892900,0,"acct","yes","yes",65,"female","married",1,7790.550000,"no","vol_churn"
3001,20.717000,6.238150,54.800300,1,"acct","no","yes",41,"female","single",2,27336.600000,"no","vol_churn"
3002,19.010600,0.000000,65.854900,0,"giro","no","no",49,"female","single",0,64727.500000,"no","customer"
3003,21.272400,0.000000,218.123000,0,"cheq","no","yes",60,"female","single",2,95930.600000,"yes","vol_churn"
3005,24.033900,0.000000,10.380100,0,"acct","yes","yes",34,"male","single",0,50290.700000,"no","customer"
3007,23.661300,7.936480,61.004900,0,"giro","no","yes",49,"male","married",1,20478.600000,"no","vol_churn"
3011,4.215190,0.000000,8.326760,0,"acct","no","yes",20,"female","married",0,72626.400000,"yes","customer"
3012,11.814300,0.635238,5.735870,0,"acct","yes","yes",97,"male","married",0,96223.400000,"yes","customer"
3013,14.903100,0.000000,26.568900,0,"giro","no","yes",93,"male","single",1,28485.700000,"no","customer"
3015,24.147500,3.109910,7.868990,0,"acct","yes","yes",30,"female","married",1,69341.700000,"no","vol_churn"
3016,25.247000,0.000000,41.824600,0,"acct","no","yes",60,"male","married",2,94329.600000,"no","customer"
3020,8.121220,0.000000,33.230700,0,"acct","no","no",60,"male","married",2,67933.800000,"no","customer"
3021,27.044500,0.905168,14.638300,0,"giro","yes","no",91,"male","married",0,17527.300000,"no","customer"
3026,22.085300,0.618278,110.129000,0,"acct","no","yes",24,"female","married",1,88663.400000,"no","customer"
3032,11.909700,0.000000,134.395000,0,"acct","yes","yes",57,"male","single",2,91136.200000,"no","customer"
3033,15.714800,0.000000,12.256900,1,"acct","yes","yes",38,"male","single",2,52600.000000,"no","customer"
3035,6.123240,0.000000,90.284900,0,"acct","yes","yes",50,"male","married",2,94902.600000,"no","customer"
3036,13.562600,0.000000,35.842100,0,"giro","yes","yes",77,"male","married",2,68704.300000,"yes","customer"
3039,29.968200,0.000000,105.663000,0,"cheq","yes","no",51,"female","married",1,78231.000000,"no","vol_churn"
3042,25.476200,0.000000,21.369300,0,"acct","no","yes",33,"female","married",2,28746.800000,"no","customer"
3046,19.942000,0.000000,29.377500,0,"acct","no","yes",58,"female","married",1,62260.200000,"no","vol_churn"
3049,5.353610,0.000000,42.459500,0,"acct","no","no",43,"male","married",0,12439.400000,"no","customer"
3057,20.527500,6.386090,59.389200,0,"acct","no","no",33,"female","married",0,60170.100000,"no","vol_churn"
3059,22.490300,0.000000,13.987200,0,"acct","yes","yes",22,"male","married",1,57348.800000,"no","customer"
3063,26.066700,0.000000,101.007000,0,"acct","yes","no",19,"male","married",2,42630.000000,"yes","customer"
3067,28.111100,0.000000,17.662300,0,"acct","yes","yes",57,"female","married",2,64977.400000,"no","customer"
3068,16.662300,1.924260,10.210200,0,"giro","yes","no",44,"female","single",2,36824.500000,"no","vol_churn"
3069,21.596000,0.000000,21.471100,0,"cheq","no","no",28,"female","single",2,39223.200000,"yes","vol_churn"
3071,25.413500,0.000000,5.445100,0,"acct","yes","no",39,"male","married",0,42700.500000,"yes","customer"
3072,20.938300,0.000000,8.171680,0,"acct","no","yes",93,"male","single",0,38248.300000,"no","customer"
3073,11.020900,0.000000,9.261080,0,"acct","no","yes",92,"male","married",1,95020.400000,"yes","customer"
3074,29.020000,0.000000,173.619000,0,"acct","yes","no",84,"male","married",0,46514.200000,"yes","customer"
3075,9.999930,0.000000,101.674000,0,"cheq","yes","no",50,"male","married",1,19301.300000,"yes","customer"
3076,5.938270,0.000000,8.930410,0,"acct","no","yes",73,"male","single",0,1259.010000,"yes","customer"
3095,6.565780,7.003710,82.368700,0,"giro","no","no",64,"female","single",1,53357.200000,"no","vol_churn"
3097,25.209000,0.000000,58.425400,0,"giro","yes","yes",80,"female","single",0,65209.600000,"yes","vol_churn"
3098,18.319500,0.000000,47.575500,0,"giro","no","yes",37,"female","single",0,5978.890000,"yes","customer"
3100,22.779100,0.000000,45.030100,0,"cheq","no","yes",78,"male","married",0,92198.800000,"no","customer"
3103,21.885300,0.000000,53.559200,0,"acct","yes","yes",97,"male","married",1,63394.900000,"no","customer"
3104,8.206970,0.000000,126.694000,0,"giro","no","yes",42,"female","single",1,86021.700000,"yes","vol_churn"
3107,26.856700,0.000000,14.574900,1,"acct","yes","yes",53,"female","single",2,26107.500000,"no","vol_churn"
3109,12.863400,0.000000,18.732400,0,"acct","no","yes",45,"female","married",0,59008.400000,"yes","customer"
3110,11.743600,0.000000,38.328300,0,"acct","no","yes",64,"female","married",0,6528.380000,"yes","vol_churn"
3119,28.791300,5.213030,67.358600,0,"cheq","yes","yes",52,"male","single",0,54622.300000,"no","vol_churn"
3125,19.043200,0.000000,29.399100,0,"cheq","yes","yes",47,"male","single",0,64295.200000,"yes","customer"
3131,21.987800,6.941840,12.874400,0,"acct","yes","yes",79,"male","married",0,26074.500000,"no","vol_churn"
3135,0.000000,0.000000,2.163760,1,"cheq","no","yes",60,"male","married",1,20552.600000,"no","customer"
3138,14.112600,0.000000,54.553700,0,"acct","yes","no",37,"female","single",0,47732.000000,"yes","customer"
3141,15.195500,0.000000,295.308000,0,"acct","yes","yes",71,"male","married",1,98967.700000,"no","customer"
3142,6.292220,0.000000,66.431200,0,"acct","no","yes",76,"male","married",0,14271.800000,"no","customer"
3145,24.021700,3.409460,183.624000,0,"giro","no","yes",44,"female","married",1,7700.730000,"no","vol_churn"
3150,25.328600,0.000000,51.002700,0,"giro","yes","yes",35,"male","married",1,32238.200000,"no","customer"
3153,8.028920,0.000000,46.130900,0,"acct","no","yes",97,"female","married",0,2902.340000,"no","vol_churn"
3159,0.000000,0.000000,0.978654,0,"acct","yes","yes",22,"female","single",2,50290.700000,"no","invol_chn"
3160,12.290400,5.132740,88.639500,0,"giro","no","yes",73,"female","married",0,61438.200000,"no","vol_churn"
3162,0.000000,0.000000,3.630590,0,"giro","yes","yes",70,"male","married",1,17819.900000,"yes","invol_chn"
3163,25.360300,0.000000,51.250000,0,"giro","no","yes",26,"male","single",1,72649.300000,"no","customer"
3165,26.827800,0.000000,19.267300,0,"acct","no","yes",85,"male","single",2,25353.400000,"yes","customer"
3168,2.330030,5.307870,23.467600,0,"giro","no","no",79,"male","married",2,5265.350000,"no","customer"
3171,2.194540,2.781760,46.718800,0,"cheq","yes","yes",86,"female","married",1,53357.900000,"yes","vol_churn"
3173,0.000000,0.000000,4.032760,0,"acct","no","yes",57,"male","single",0,96412.100000,"no","invol_chn"
3176,22.706100,0.000000,19.976800,0,"giro","yes","no",33,"female","single",2,59573.000000,"no","customer"
3179,13.214400,0.000000,43.017400,0,"acct","yes","yes",97,"female","single",0,84479.200000,"no","customer"
3183,6.009650,0.000000,27.820700,0,"acct","yes","yes",27,"male","married",2,89781.400000,"yes","customer"
3185,1.639100,0.000000,5.923690,0,"cheq","no","yes",40,"male","single",1,66296.100000,"no","customer"
3188,23.807600,1.719340,29.778400,0,"acct","yes","no",35,"male","married",2,86549.500000,"no","vol_churn"
3190,11.831900,1.207640,50.943500,0,"acct","yes","yes",86,"female","married",0,31242.100000,"no","vol_churn"
3194,4.001740,0.000000,6.113480,0,"acct","yes","no",46,"male","single",0,90866.500000,"no","customer"
3195,9.651980,0.000000,108.822000,0,"cheq","yes","no",58,"female","married",2,81711.900000,"no","vol_churn"
3202,16.440100,0.000000,77.755200,0,"acct","no","no",74,"female","married",2,87844.800000,"no","vol_churn"
3204,14.143700,0.000000,30.329300,0,"giro","yes","yes",30,"female","married",0,20058.400000,"no","customer"
3207,12.093600,0.000000,119.016000,0,"giro","no","no",28,"male","married",1,52750.800000,"no","customer"
3209,22.181700,0.000000,149.731000,0,"acct","yes","yes",41,"male","single",1,52231.500000,"no","customer"
3215,20.921100,0.000000,9.011860,0,"giro","no","no",72,"female","single",1,73338.000000,"no","customer"
3217,0.000000,0.000000,3.001480,1,"acct","yes","yes",93,"female","married",2,96926.200000,"no","invol_chn"
3220,21.444800,0.000000,10.436800,0,"acct","no","yes",31,"male","married",0,15865.000000,"no","customer"
3225,25.995900,0.000000,65.290200,1,"acct","yes","yes",71,"female","single",1,68386.800000,"no","vol_churn"
3229,0.000000,0.000000,0.703029,0,"acct","yes","yes",38,"female","married",0,87920.500000,"no","invol_chn"
3230,17.127600,3.041850,23.992300,0,"acct","yes","yes",60,"female","single",1,92353.300000,"no","vol_churn"
3234,14.283800,0.000000,113.548000,0,"acct","no","no",34,"female","married",2,94778.300000,"no","customer"
3235,29.344600,0.000000,49.549100,0,"acct","yes","yes",57,"female","married",2,45488.300000,"no","vol_churn"
3236,18.511900,0.000000,27.371100,0,"acct","yes","yes",97,"male","single",1,57347.600000,"yes","customer"
3237,2.476510,0.000000,21.583500,0,"acct","yes","no",83,"male","single",0,52774.000000,"no","customer"
3241,15.974800,0.000000,51.842600,0,"cheq","yes","yes",76,"female","married",1,56545.800000,"yes","vol_churn"
3242,7.250340,0.000000,10.985400,0,"acct","yes","yes",30,"female","married",2,45171.200000,"no","customer"
3243,14.435300,0.000000,35.207200,0,"acct","yes","yes",34,"female","single",2,76578.700000,"yes","customer"
3245,5.604000,0.000000,50.882100,0,"giro","yes","no",64,"male","married",2,98855.500000,"no","customer"
3246,19.470300,0.000000,7.438470,0,"cheq","yes","no",63,"male","married",1,81686.600000,"no","customer"
3247,26.552000,2.649790,17.364800,0,"acct","no","yes",45,"female","married",1,8469.020000,"no","vol_churn"
3253,19.709800,0.000000,28.713200,0,"acct","no","yes",60,"male","single",0,67477.000000,"no","customer"
3255,6.207630,0.000000,10.659100,0,"cheq","yes","yes",97,"female","single",1,62903.300000,"no","vol_churn"
3259,12.760100,0.000000,16.420300,1,"acct","no","no",73,"female","married",1,19621.600000,"no","vol_churn"
3262,10.447600,0.000000,10.808700,1,"cheq","no","yes",22,"female","married",1,50290.700000,"no","vol_churn"
3263,2.644580,0.000000,50.227400,0,"giro","yes","yes",67,"female","married",2,99100.100000,"no","vol_churn"
3265,14.730300,0.000000,22.804200,0,"cheq","yes","no",97,"male","married",2,1585.990000,"no","customer"
3266,16.139300,5.975450,51.021000,0,"giro","yes","yes",33,"female","married",2,85433.100000,"yes","vol_churn"
3268,3.205850,0.000000,72.493200,0,"acct","no","no",58,"male","single",1,69473.400000,"yes","customer"
3270,5.835690,0.000000,31.919900,1,"acct","no","no",47,"female","single",0,28891.200000,"no","vol_churn"
3276,27.329200,0.000000,25.111200,0,"acct","no","yes",95,"female","married",2,46273.900000,"no","customer"
3281,25.006600,0.000000,22.259500,0,"acct","no","yes",36,"male","single",1,93607.800000,"yes","customer"
3284,15.839400,0.000000,27.134900,0,"giro","no","yes",79,"male","single",1,67137.700000,"no","customer"
3288,28.146600,0.000000,22.916500,0,"cheq","no","yes",60,"female","married",2,48874.700000,"no","vol_churn"
3290,0.000000,0.000000,3.018420,0,"giro","no","yes",93,"male","married",2,90189.100000,"no","invol_chn"
3291,0.000000,0.000000,2.419030,0,"acct","yes","yes",18,"male","married",2,53589.800000,"no","invol_chn"
3292,23.332800,0.000000,64.949100,0,"giro","yes","yes",55,"female","married",0,53755.700000,"no","vol_churn"
3294,29.982000,0.000000,146.441000,0,"cheq","no","no",72,"female","married",1,74263.800000,"no","vol_churn"
3298,8.159630,0.000000,27.723100,0,"giro","no","yes",31,"male","single",0,6121.140000,"no","customer"
3299,14.884700,8.361660,15.798000,0,"acct","no","yes",44,"female","married",0,31561.500000,"no","vol_churn"
3318,0.000000,0.000000,2.250240,0,"acct","no","yes",25,"female","single",2,68616.500000,"yes","invol_chn"
3320,5.134020,0.000000,69.798600,0,"cheq","no","yes",75,"female","married",1,55187.600000,"no","vol_churn"
3322,27.428600,0.000000,42.529100,0,"acct","no","yes",53,"male","married",2,14500.300000,"no","customer"
3323,13.420900,1.256270,13.125700,0,"acct","yes","yes",21,"female","married",2,585.733000,"no","vol_churn"
3328,4.226600,0.000000,114.259000,0,"cheq","yes","no",34,"female","married",2,16616.300000,"no","customer"
3332,12.000400,0.000000,150.856000,0,"acct","yes","yes",66,"male","married",1,31672.400000,"no","customer"
3334,25.996400,0.000000,9.946790,0,"acct","no","yes",63,"male","married",0,50290.700000,"yes","customer"
3336,21.482300,0.000000,60.380800,0,"giro","no","yes",89,"male","single",1,73965.200000,"no","customer"
3340,6.299130,0.000000,66.582300,0,"cheq","no","yes",50,"male","married",2,72356.800000,"no","customer"
3342,7.900370,0.000000,14.351400,1,"acct","no","no",78,"male","single",0,64893.700000,"yes","customer"
3346,6.087250,4.186800,44.907800,0,"cheq","no","yes",62,"female","married",0,18831.100000,"no","vol_churn"
3362,12.693000,0.000000,5.059370,0,"acct","no","yes",44,"female","married",0,1461.980000,"no","vol_churn"
3364,21.640000,0.000000,87.400400,0,"acct","no","yes",30,"female","married",0,2031.610000,"no","customer"
3365,3.670360,0.000000,61.606400,0,"acct","no","yes",71,"female","married",1,29902.900000,"no","vol_churn"
3366,25.862100,0.000000,51.730600,0,"giro","no","yes",64,"female","single",0,97524.500000,"no","vol_churn"
3370,14.073700,0.000000,42.916700,0,"acct","yes","yes",33,"male","single",0,5466.390000,"yes","customer"
3377,27.734900,0.000000,44.528800,0,"giro","yes","no",27,"female","single",1,38458.600000,"yes","vol_churn"
3378,2.472670,4.407920,107.695000,1,"acct","yes","no",46,"female","single",0,50451.600000,"no","vol_churn"
3379,16.222500,0.000000,16.767400,0,"acct","yes","no",46,"female","single",2,41146.200000,"no","vol_churn"
3381,24.637100,0.000000,5.487550,0,"acct","no","yes",96,"male","married",0,61550.600000,"yes","customer"
3382,0.000000,0.000000,2.847040,0,"acct","no","yes",24,"male","single",0,43082.600000,"no","vol_churn"
3384,24.596700,0.000000,76.639000,0,"acct","no","yes",95,"female","single",2,7659.090000,"no","vol_churn"
3387,3.893870,0.000000,67.731100,0,"acct","no","no",19,"male","single",0,71861.900000,"no","customer"
3388,29.060000,0.000000,46.273300,0,"giro","no","yes",23,"female","single",1,55844.700000,"no","customer"
3389,0.000000,0.000000,3.900060,0,"acct","yes","yes",21,"male","married",0,25330.700000,"no","invol_chn"
3393,1.105530,0.000000,115.614000,0,"acct","yes","yes",94,"female","single",1,91346.900000,"no","customer"
3394,16.152600,0.000000,145.353000,0,"acct","no","yes",62,"female","single",0,72358.600000,"yes","customer"
3395,12.054700,0.000000,13.322900,0,"giro","yes","yes",52,"female","single",0,44497.300000,"no","vol_churn"
3396,8.406180,8.637220,86.649700,0,"acct","no","no",55,"male","single",2,69710.900000,"yes","vol_churn"
3397,9.241720,0.000000,52.217700,0,"acct","no","no",82,"male","married",2,77665.600000,"no","customer"
3399,9.364520,0.000000,15.756300,0,"cheq","no","yes",19,"male","married",2,22567.900000,"yes","customer"
3405,0.000000,0.000000,3.610740,0,"acct","no","yes",33,"male","married",2,42763.700000,"yes","customer"
3408,0.681919,9.460390,79.890800,0,"acct","yes","yes",94,"female","single",1,46480.700000,"no","vol_churn"
3409,4.052150,1.160750,93.466600,0,"acct","yes","no",65,"female","single",0,35219.600000,"yes","vol_churn"
3414,8.256720,0.000000,41.111600,0,"giro","yes","no",44,"male","single",2,31264.500000,"yes","customer"
3415,1.528110,0.000000,7.542180,0,"acct","yes","no",76,"male","single",1,64520.300000,"no","customer"
3417,20.240900,0.000000,75.842500,0,"giro","yes","yes",52,"male","single",2,37480.800000,"no","customer"
3418,24.734000,0.000000,21.168200,0,"acct","no","yes",28,"male","single",0,37135.500000,"no","vol_churn"
3425,3.278690,0.000000,133.669000,0,"acct","yes","yes",92,"male","married",2,24344.100000,"no","customer"
3426,0.000000,0.000000,2.274980,0,"giro","no","yes",93,"male","single",0,44173.900000,"yes","invol_chn"
3432,1.866430,0.000000,12.138700,0,"acct","no","yes",66,"female","married",2,28384.500000,"yes","vol_churn"
3433,10.785100,0.000000,41.012900,0,"acct","no","yes",79,"male","single",2,97928.400000,"no","customer"
3434,24.386500,0.000000,48.383200,0,"acct","yes","no",51,"female","married",1,53676.800000,"yes","vol_churn"
3443,0.000000,0.000000,2.775680,0,"acct","yes","yes",50,"male","married",0,33043.100000,"no","invol_chn"
3444,3.580220,0.000000,13.815700,1,"acct","no","yes",43,"male","married",2,68467.100000,"no","customer"
3447,9.044440,2.070670,127.790000,0,"acct","no","no",96,"male","married",2,57877.500000,"no","vol_churn"
3460,13.241300,0.000000,81.583000,0,"acct","yes","no",96,"male","single",2,57814.500000,"no","customer"
3462,7.106580,0.000000,19.495300,0,"giro","no","yes",81,"male","single",0,67634.700000,"no","customer"
3469,29.856200,0.000000,25.833600,0,"acct","yes","yes",27,"female","married",1,83682.900000,"no","customer"
3470,25.805600,0.000000,78.753100,0,"cheq","yes","yes",86,"male","married",0,98399.900000,"yes","customer"
3471,1.213460,0.000000,72.617600,0,"acct","no","no",22,"female","married",1,67744.500000,"yes","customer"
3474,12.418700,0.000000,89.792100,0,"acct","no","no",60,"female","married",1,47468.600000,"no","vol_churn"
3478,23.946200,0.000000,17.886000,0,"acct","no","no",80,"female","single",2,47893.100000,"no","vol_churn"
3481,0.000000,0.000000,3.831520,0,"cheq","yes","no",92,"female","single",2,50290.700000,"no","invol_chn"
3483,24.608100,0.000000,21.940100,0,"cheq","yes","yes",68,"male","single",1,14904.100000,"no","customer"
3486,5.317920,0.000000,69.576200,0,"acct","no","no",42,"male","married",0,42639.100000,"yes","customer"
3489,0.000000,0.000000,1.056350,1,"cheq","yes","yes",26,"female","married",1,81295.500000,"no","invol_chn"
3490,19.461400,7.106840,64.510000,0,"cheq","no","yes",28,"female","single",2,90364.400000,"no","vol_churn"
3492,3.820550,0.000000,65.677700,0,"cheq","no","yes",79,"male","married",2,73113.300000,"no","customer"
3493,11.852500,0.000000,176.485000,0,"acct","no","yes",71,"female","single",2,4581.900000,"no","vol_churn"
3494,20.732100,0.000000,87.933400,0,"acct","no","no",89,"male","married",1,87660.800000,"no","customer"
3506,27.823700,0.000000,124.746000,0,"cheq","yes","yes",70,"male","single",0,56421.800000,"yes","customer"
3511,10.854700,0.000000,122.452000,0,"acct","no","yes",48,"female","married",2,44596.400000,"no","vol_churn"
3518,0.031102,0.000000,46.040800,0,"acct","yes","no",60,"male","single",1,86629.300000,"no","customer"
3525,1.694280,0.000000,67.349600,0,"giro","no","yes",49,"male","single",0,41862.600000,"no","customer"
3528,8.373600,0.000000,20.709300,0,"acct","yes","no",62,"male","married",2,64283.200000,"yes","customer"
3529,14.773100,0.000000,30.419000,0,"cheq","yes","yes",86,"male","married",0,92167.300000,"yes","customer"
3530,15.149300,0.000000,22.389100,0,"giro","no","yes",37,"male","single",0,79245.100000,"no","customer"
3532,1.834820,0.000000,34.296900,0,"acct","no","yes",46,"male","married",0,82196.600000,"no","customer"
3535,11.821900,0.000000,27.678600,0,"acct","no","no",62,"female","single",2,15981.700000,"no","vol_churn"
3538,12.030600,0.000000,5.832010,0,"acct","no","no",56,"male","married",2,77246.300000,"no","customer"
3544,15.787900,0.000000,77.731700,0,"acct","yes","yes",52,"female","married",0,67026.600000,"yes","vol_churn"
3545,8.784890,0.000000,120.532000,0,"acct","yes","yes",44,"female","single",0,21038.900000,"no","vol_churn"
3555,10.879200,0.000000,47.655200,0,"acct","no","no",94,"female","single",2,49724.100000,"no","vol_churn"
3563,21.742400,0.000000,5.042850,0,"cheq","no","yes",28,"female","married",1,24935.200000,"no","vol_churn"
3565,15.537300,0.000000,57.324700,0,"cheq","yes","no",80,"male","single",1,15060.600000,"yes","customer"
3569,0.437200,0.000000,234.595000,0,"cheq","yes","no",72,"male","single",1,95935.200000,"no","customer"
3579,9.646790,0.000000,158.337000,0,"acct","yes","no",46,"male","single",1,11416.700000,"no","customer"
3580,19.733000,0.000000,71.320000,1,"acct","yes","no",81,"female","married",1,70052.000000,"no","vol_churn"
3583,19.325400,0.000000,10.672700,1,"acct","no","yes",88,"female","married",2,66906.600000,"no","vol_churn"
3585,10.580000,0.000000,37.276600,0,"acct","yes","yes",53,"male","married",2,37354.000000,"no","customer"
3587,21.757700,0.000000,11.005900,0,"acct","no","yes",56,"male","married",2,79952.900000,"no","customer"
3588,26.990400,0.000000,33.716700,1,"acct","no","yes",23,"female","single",1,76659.200000,"no","customer"
3595,10.940800,6.769790,50.781500,0,"cheq","yes","yes",42,"female","married",2,75750.100000,"yes","vol_churn"
3597,28.054300,0.000000,29.435800,0,"giro","no","yes",29,"female","married",1,50290.700000,"no","vol_churn"
3599,26.856100,0.000000,213.184000,0,"acct","yes","yes",86,"male","married",2,78801.200000,"no","customer"
3612,16.544500,0.000000,143.323000,0,"cheq","yes","yes",80,"male","married",1,73152.000000,"yes","customer"
3617,21.439700,0.000000,79.959800,0,"cheq","no","no",33,"female","married",2,68203.800000,"yes","customer"
3618,0.000000,0.000000,1.475650,0,"acct","yes","no",53,"female","single",1,23526.200000,"no","invol_chn"
3621,19.702200,0.000000,43.302300,1,"acct","yes","no",78,"female","single",0,29534.400000,"no","vol_churn"
3622,0.000000,0.000000,4.113080,1,"cheq","yes","no",79,"female","single",1,38777.700000,"no","invol_chn"
3624,0.000000,0.000000,4.453340,0,"giro","no","yes",90,"female","married",2,63000.100000,"no","invol_chn"
3627,5.904610,0.000000,29.606200,2,"acct","yes","no",83,"female","married",1,75265.300000,"no","vol_churn"
3628,2.124480,0.000000,145.643000,0,"acct","no","yes",68,"male","single",1,92426.500000,"no","customer"
3630,0.000000,0.000000,2.135480,0,"giro","yes","yes",58,"male","single",2,17371.000000,"no","customer"
3633,24.251300,9.419780,57.847200,0,"acct","yes","no",21,"male","single",1,92788.100000,"no","vol_churn"
3636,10.686800,0.000000,183.138000,0,"acct","no","no",30,"male","married",2,25298.600000,"no","customer"
3637,28.463700,0.000000,109.124000,0,"acct","no","no",65,"male","married",2,29609.700000,"yes","customer"
3640,26.717800,3.261580,37.843100,0,"acct","no","yes",88,"male","married",1,21890.000000,"yes","vol_churn"
3642,0.000000,0.000000,2.855770,0,"giro","no","no",59,"male","married",2,18686.300000,"no","invol_chn"
3647,0.000000,0.000000,3.471320,0,"acct","yes","no",65,"female","single",2,85048.100000,"yes","invol_chn"
3648,28.576500,0.000000,91.573000,0,"acct","no","yes",75,"male","married",0,47131.500000,"no","customer"
3650,21.997400,0.000000,66.586000,0,"cheq","no","yes",50,"female","married",0,70004.100000,"no","vol_churn"
